nom,prenom,sexe,age,code_postal,situation_matrimoniale,profession,secteur_dactivite,date_deffet_souhaitee,accepted_by_sales
Brunet,Nicolas,H,53,24110,Pacsé(e),Salarié(e) cadre,Etudes et conseil,02/10/2022,1
Henry,Roger,H,34,46090,Marié(e) sans enfant,Commerçant(e),Plasturgie,01/10/2022,1
Mallet,Michel,H,36,20240,Pacsé(e),Etudiant(e),Grands magasins et magasins populaires,30/09/2022,1
Gay,Henri,H,30,55300,Marié(e) avec enfant,Salarié(e) non-cadre,Services (artisanat),12/10/2022,1
Benoit,Marcel,H,34,70110,Marié(e) avec enfant,Commerçant(e),Transport et logistique,22/09/2022,1
Laurent,Pierre,H,65,43200,Veuf(ve),Recherche d'emploi,"Economie sociale, habitat social et protection sociale",01/10/2022,1
Lambert,Claude,H,50,30230,Marié(e) avec enfant,Recherche d'emploi,Retraite complémentaire et prévoyance,12/10/2022,1
Marchand,Pierre,H,21,57480,Divorcé(e),Salarié(e) non-cadre,Fédération des industries nautiques,02/10/2022,1
Dupuis,Paul,H,65,71260,Pacsé(e),Commerçant(e),Bâtiment (artisanat),11/10/2022,1
Vincent,Henri,H,28,51530,Marié(e) avec enfant,Fonctionnaire d'état,Offices Publics de l’Habitat,23/09/2022,1
Marchal,Louis,H,64,77130,Pacsé(e),Fonctionnaire d'état,Régies de quartier,23/09/2022,1
Leclerc,Robert,H,30,31230,Veuf(ve),Fonctionnaire territorial,Propreté,28/09/2022,1
Charpentier,Daniel,H,44,62124,Veuf(ve),Enseignant(e),Art (artisanat),06/10/2022,1
Fabre,Marcel,H,61,20240,Marié(e) avec enfant,Sans profession,Numérique (Atlas),15/10/2022,1
Bourgeois,Bernard,H,49,36120,Marié(e) sans enfant,Fonctionnaire hospitalier,Offices Publics de l’Habitat,26/09/2022,1
Brunet,Paul,H,40,71220,Marié(e) sans enfant,Fonctionnaire hospitalier,Production et services (artisanat),17/09/2022,1
Renaud,Roger,H,42,23000,Divorcé(e),Enseignant(e),Chimie (industrie),23/09/2022,1
Henry,Louis,H,40,58420,Marié(e) avec enfant,Salarié(e) cadre,Bâtiment (artisanat),07/10/2022,1
Masson,Claude,H,47,72120,Célibataire,Salarié(e) cadre,Chimie (industrie),15/10/2022,1
Michel,Paul,H,37,54112,Marié(e) sans enfant,Profession libérale,Chimie (industrie),12/10/2022,1
Martin,Christian,H,61,20240,Veuf(ve),Agriculteur(trice),Offices Publics de l’Habitat,24/09/2022,1
Leblanc,André,H,61,61100,Marié(e) sans enfant,Retraité(e),Hôtellerie - Restauration,26/09/2022,1
Morel,Robert,H,68,20240,Marié(e) avec enfant,Salarié(e) cadre,Médicament (Les entreprises du),27/09/2022,1
Fernandez,Henri,H,66,48210,Pacsé(e),Agriculteur(trice),Télécommunications,02/10/2022,1
Rolland,André,H,18,36120,Divorcé(e),Fonctionnaire territorial,Art (artisanat),10/10/2022,1
Gay,Marcel,H,60,24300,Célibataire,Salarié(e) cadre,Fédération des industries nautiques,12/10/2022,1
Francois,Marcel,H,37,68420,Divorcé(e),Profession libérale,Assurance,10/10/2022,1
Jean,Philippe,H,25,32140,Pacsé(e),Salarié(e) non-cadre,Télécommunications,08/10/2022,1
Marechal,Michel,H,55,52000,Marié(e) avec enfant,Agriculteur(trice),Santé,21/09/2022,1
Roussel,Georges,H,62,49360,Divorcé(e),Profession libérale,Retraite complémentaire et prévoyance,16/10/2022,1
Huet,Paul,H,40,69009,Célibataire,Chef(fe) d'entreprise,Automobile - Services,30/09/2022,1
Laporte,Nicolas,H,23,43200,Veuf(ve),Salarié(e) non-cadre,Commerce à distance et e-commerce,11/10/2022,1
Jacquet,Claude,H,62,20240,Veuf(ve),Salarié(e) non-cadre,Agriculture,14/10/2022,1
Lamy,Daniel,H,54,37290,Marié(e) avec enfant,Enseignant(e),Plasturgie,27/09/2022,1
Riviere,Jean,H,36,36270,Marié(e) sans enfant,Recherche d'emploi,Grands magasins et magasins populaires,23/09/2022,1
Lambert,Henri,H,34,73160,Célibataire,Artisan,Hôtellerie - Restauration,15/10/2022,1
Guerin,Georges,H,32,22350,Marié(e) sans enfant,Fonctionnaire d'état,Agriculture,09/10/2022,1
Moulin,Jacques,H,26,76530,Marié(e) avec enfant,Fonctionnaire hospitalier,Art (artisanat),16/10/2022,1
Nicolas,Christian,H,55,75020,Veuf(ve),Fonctionnaire hospitalier,Hôtellerie - Restauration,04/10/2022,1
Grondin,Philippe,H,67,53600,Veuf(ve),Salarié(e) cadre,Automobile - Services,24/09/2022,1
Bouchet,Georges,H,28,75020,Pacsé(e),Recherche d'emploi,Agriculture,15/10/2022,1
Vasseur,Paul,H,36,22450,Marié(e) avec enfant,Recherche d'emploi,Banque,25/09/2022,1
Schneider,Bernard,H,58,44170,Pacsé(e),Salarié(e) cadre,"Fabrication, maintenance et réparation (artisanat)",08/10/2022,1
Gilbert,Robert,H,41,76530,Marié(e) sans enfant,Fonctionnaire d'état,Automobile - Services,27/09/2022,1
Lemaitre,René,H,58,50700,Pacsé(e),Fonctionnaire territorial,Santé,02/10/2022,1
Carpentier,Alain,H,18,76190,Célibataire,Salarié(e) cadre,Télécommunications,28/09/2022,1
Rousseau,René,H,28,52110,Marié(e) sans enfant,Fonctionnaire hospitalier,Médicament (Les entreprises du),24/09/2022,1
Carre,Nicolas,H,57,47000,Veuf(ve),Fonctionnaire d'état,Alimentation (artisanat),06/10/2022,1
Nicolas,Philippe,H,27,20240,Marié(e) sans enfant,Enseignant(e),Commerce interentreprises,20/09/2022,1
Noel,Georges,H,18,54260,Divorcé(e),Recherche d'emploi,Hôtellerie - Restauration,16/10/2022,1
Lemaire,Paul,H,38,59272,Divorcé(e),Chef(fe) d'entreprise,Chimie (industrie),08/10/2022,1
Robert,Henri,H,32,24320,Marié(e) sans enfant,Sans profession,Evénement,20/09/2022,1
Renaud,Robert,H,26,58120,Veuf(ve),Enseignant(e),Mutualité,12/10/2022,1
Roussel,Henri,H,59,66730,Pacsé(e),Recherche d'emploi,Régies de quartier,17/09/2022,1
Lefevre,Pierre,H,20,59272,Veuf(ve),Commerçant(e),Transport et logistique,23/09/2022,1
Louis,Claude,H,43,66200,Veuf(ve),Retraité(e),Presse,09/10/2022,1
Fabre,Louis,H,37,37290,Pacsé(e),Chef(fe) d'entreprise,Propreté,08/10/2022,1
Clement,André,H,34,56540,Pacsé(e),Salarié(e) cadre,Automobile - Services,14/10/2022,1
Carpentier,Henri,H,18,39110,Marié(e) sans enfant,Retraité(e),Retraite complémentaire et prévoyance,04/10/2022,1
Moreau,Georges,H,37,20240,Marié(e) avec enfant,Fonctionnaire hospitalier,Numérique (Atlas),26/09/2022,1
Langlois,Daniel,H,19,42430,Marié(e) sans enfant,Fonctionnaire territorial,Retraite complémentaire et prévoyance,19/09/2022,1
Rolland,Paul,H,60,41600,Veuf(ve),Agriculteur(trice),Fédération des industries nautiques,25/09/2022,1
Michel,Daniel,H,47,75020,Pacsé(e),Salarié(e) non-cadre,Transport et logistique,17/10/2022,1
Renard,Georges,H,55,48210,Marié(e) avec enfant,Fonctionnaire territorial,"Fabrication, maintenance et réparation (artisanat)",14/10/2022,1
Chevalier,Bernard,H,69,75020,Pacsé(e),Retraité(e),Mutualité,28/09/2022,1
Hubert,Philippe,H,18,67130,Divorcé(e),Agriculteur(trice),Plasturgie,10/10/2022,1
Da Silva,Jacques,H,55,56190,Marié(e) avec enfant,Etudiant(e),Numérique (Atlas),01/10/2022,1
Klein,Marcel,H,31,69170,Marié(e) sans enfant,Enseignant(e),Textile,07/10/2022,1
Pichon,Bernard,H,63,75020,Veuf(ve),Chef(fe) d'entreprise,Etudes et conseil,18/09/2022,1
Mercier,Claude,H,58,37290,Célibataire,Artisan,Textile,12/10/2022,1
Pichon,Claude,H,44,52130,Célibataire,Etudiant(e),Travaux publics,23/09/2022,1
Poirier,Georges,H,32,20240,Marié(e) avec enfant,Sans profession,Edition,17/09/2022,1
Pelletier,Henri,H,53,66730,Célibataire,Etudiant(e),Banque,24/09/2022,1
Moreau,Marcel,H,51,48190,Célibataire,Chef(fe) d'entreprise,Offices Publics de l’Habitat,05/10/2022,1
Renard,Alain,H,39,38300,Veuf(ve),Commerçant(e),Agriculture,15/10/2022,1
Lucas,Alain,H,55,75020,Divorcé(e),Sans profession,Ingénierie (Atlas),21/09/2022,1
Chevalier,Marcel,H,41,36100,Marié(e) avec enfant,Retraité(e),Plasturgie,12/10/2022,1
Poirier,Christian,H,49,47370,Pacsé(e),Fonctionnaire hospitalier,Hôtellerie - Restauration,29/09/2022,1
Henry,Marcel,H,54,40180,Marié(e) sans enfant,Fonctionnaire hospitalier,Art (artisanat),11/10/2022,1
Collin,Christian,H,25,68440,Divorcé(e),Fonctionnaire hospitalier,Art (artisanat),16/10/2022,1
Gerard,Jean,H,37,75020,Marié(e) avec enfant,Chef(fe) d'entreprise,Travaux publics,16/10/2022,1
Thomas,André,H,68,56540,Célibataire,Salarié(e) non-cadre,Bâtiment,30/09/2022,1
Denis,Philippe,H,65,23260,Pacsé(e),Fonctionnaire territorial,Alimentaire (la filière),06/10/2022,1
Moulin,Georges,H,48,55300,Célibataire,Etudiant(e),Grands magasins et magasins populaires,28/09/2022,1
Dupuy,Henri,H,47,71260,Veuf(ve),Artisan,Art (artisanat),07/10/2022,1
Weber,Michel,H,31,45300,Pacsé(e),Enseignant(e),Matériaux pour la construction et l’industrie,18/09/2022,1
Prevost,Daniel,H,49,42430,Veuf(ve),Etudiant(e),Plasturgie,08/10/2022,1
Michaud,Daniel,H,18,48190,Marié(e) avec enfant,Fonctionnaire territorial,Industrie : la Fabrique de l’avenir,29/09/2022,1
Denis,Georges,H,63,76530,Veuf(ve),Artisan,Retraite complémentaire et prévoyance,26/09/2022,1
Fontaine,Nicolas,H,21,31350,Veuf(ve),Fonctionnaire hospitalier,Télécommunications,01/10/2022,1
Chevalier,Daniel,H,38,66220,Marié(e) sans enfant,Agriculteur(trice),Chimie (industrie),22/09/2022,1
Renaud,Louis,H,47,37290,Veuf(ve),Retraité(e),Transport et logistique,03/10/2022,1
Charpentier,Roger,H,40,58120,Divorcé(e),Retraité(e),Régies de quartier,17/09/2022,1
Martinez,Henri,H,48,24390,Marié(e) sans enfant,Fonctionnaire territorial,Offices Publics de l’Habitat,17/10/2022,1
Bertrand,Nicolas,H,47,69009,Marié(e) avec enfant,Fonctionnaire territorial,Services (artisanat),02/10/2022,1
Lebrun,Robert,H,61,58420,Marié(e) sans enfant,Chef(fe) d'entreprise,Retraite complémentaire et prévoyance,16/10/2022,1
Colin,Paul,H,35,24390,Célibataire,Enseignant(e),Papiers et cartons (industries),01/10/2022,1
Lejeune,Georges,H,27,20240,Veuf(ve),Chef(fe) d'entreprise,Production et services (artisanat),24/09/2022,1
Fontaine,Claude,H,24,70110,Pacsé(e),Etudiant(e),Papiers et cartons (industries),12/10/2022,1
Perrot,Bernard,H,48,51420,Divorcé(e),Fonctionnaire hospitalier,Propreté,09/10/2022,1
Humbert,Jacques,H,37,59272,Pacsé(e),Sans profession,Matériaux pour la construction et l’industrie,30/09/2022,1
Carre,Louis,H,26,20240,Célibataire,Fonctionnaire territorial,Plasturgie,16/10/2022,1
Marie,Marcel,H,27,46090,Pacsé(e),Fonctionnaire d'état,Fédération des industries nautiques,22/09/2022,1
Daniel,André,H,42,43100,Marié(e) avec enfant,Artisan,"Fabrication, maintenance et réparation (artisanat)",04/10/2022,1
Laurent,René,H,70,54260,Célibataire,Chef(fe) d'entreprise,Evénement,08/10/2022,1
Perrin,Jean,H,56,30114,Pacsé(e),Fonctionnaire territorial,Alimentaire (la filière),11/10/2022,1
Langlois,René,H,61,70110,Marié(e) avec enfant,Recherche d'emploi,Numérique (Atlas),19/09/2022,1
Leclercq,Robert,H,31,64450,Veuf(ve),Profession libérale,Armée de terre,21/09/2022,1
Lebrun,Bernard,H,26,55300,Pacsé(e),Fonctionnaire hospitalier,Alimentation (artisanat),20/09/2022,1
Bonnet,René,H,20,62124,Divorcé(e),Fonctionnaire d'état,Hôtellerie - Restauration,21/09/2022,1
Barthelemy,Marcel,H,47,69140,Pacsé(e),Artisan,Edition,09/10/2022,1
Garcia,Philippe,H,26,40180,Célibataire,Sans profession,Régies de quartier,28/09/2022,1
Jacob,Michel,H,26,67130,Pacsé(e),Etudiant(e),"Economie sociale, habitat social et protection sociale",25/09/2022,1
Bertin,Georges,H,42,72150,Pacsé(e),Fonctionnaire d'état,Bâtiment,19/09/2022,1
Hubert,Bernard,H,19,37210,Divorcé(e),Profession libérale,Art (artisanat),03/10/2022,1
Bertrand,Henri,H,41,58420,Divorcé(e),Salarié(e) non-cadre,Industrie : la Fabrique de l’avenir,02/10/2022,1
Richard,André,H,53,71260,Célibataire,Fonctionnaire d'état,"Economie sociale, habitat social et protection sociale",28/09/2022,1
Dupuy,Jean,H,50,20240,Marié(e) sans enfant,Commerçant(e),Agriculture,04/10/2022,1
Roussel,Jacques,H,20,20240,Marié(e) sans enfant,Agriculteur(trice),Commerce interentreprises,17/10/2022,1
Schmitt,Daniel,H,23,75020,Pacsé(e),Sans profession,Assurance,04/10/2022,1
Rousseau,Paul,H,67,47370,Marié(e) sans enfant,Etudiant(e),Médicament (Les entreprises du),25/09/2022,1
Denis,André,H,46,20240,Marié(e) avec enfant,Commerçant(e),Presse,08/10/2022,1
Klein,Robert,H,21,75020,Marié(e) sans enfant,Fonctionnaire territorial,Etudes et conseil,25/09/2022,1
Bourgeois,Henri,H,43,20240,Marié(e) avec enfant,Fonctionnaire d'état,Edition,12/10/2022,1
Aubry,Philippe,H,24,74150,Pacsé(e),Artisan,Services (artisanat),12/10/2022,1
Le Roux,Nicolas,H,68,60000,Marié(e) sans enfant,Salarié(e) cadre,Etudes et conseil,30/09/2022,1
Dupont,Paul,H,48,51110,Pacsé(e),Profession libérale,Commerces de détail non alimentaires,15/10/2022,1
Martinez,Bernard,H,25,46090,Pacsé(e),Fonctionnaire hospitalier,Ingénierie (Atlas),08/10/2022,1
Dupuy,Robert,H,68,42430,Pacsé(e),Retraité(e),Ingénierie (Atlas),08/10/2022,1
Henry,Roger,H,64,54260,Pacsé(e),Commerçant(e),Ingénierie (Atlas),15/10/2022,1
Charles,Michel,H,48,43380,Marié(e) sans enfant,Fonctionnaire territorial,Bâtiment (artisanat),19/09/2022,1
Thomas,Georges,H,44,71220,Pacsé(e),Fonctionnaire territorial,Grands magasins et magasins populaires,17/10/2022,1
Baron,René,H,20,20240,Célibataire,Salarié(e) cadre,"Fabrication, maintenance et réparation (artisanat)",02/10/2022,1
Bouchet,André,H,51,35500,Célibataire,Agriculteur(trice),Offices Publics de l’Habitat,14/10/2022,1
Roy,Bernard,H,61,44360,Marié(e) sans enfant,Salarié(e) non-cadre,Industrie : la Fabrique de l’avenir,03/10/2022,1
Pichon,Pierre,H,31,52130,Marié(e) sans enfant,Profession libérale,Alimentaire (la filière),25/09/2022,1
Charpentier,Marcel,H,23,48190,Divorcé(e),Profession libérale,Offices Publics de l’Habitat,28/09/2022,1
Giraud,Christian,H,54,46090,Marié(e) avec enfant,Profession libérale,Fédération des industries nautiques,03/10/2022,1
Mathieu,Bernard,H,38,47370,Célibataire,Artisan,Retraite complémentaire et prévoyance,14/10/2022,1
Lamy,Pierre,H,41,58420,Pacsé(e),Profession libérale,Textile,19/09/2022,1
Arnaud,Jean,H,32,33380,Divorcé(e),Recherche d'emploi,Evénement,01/10/2022,1
Michel,Georges,H,60,20240,Célibataire,Commerçant(e),Transport et logistique,28/09/2022,1
Mercier,Marcel,H,64,74150,Marié(e) avec enfant,Etudiant(e),Plasturgie,28/09/2022,1
Perret,Christian,H,47,48210,Divorcé(e),Enseignant(e),Bâtiment (artisanat),26/09/2022,1
Menard,Jacques,H,51,57890,Marié(e) sans enfant,Commerçant(e),Textile,05/10/2022,1
Faure,Alain,H,37,64310,Veuf(ve),Recherche d'emploi,Agriculture,22/09/2022,1
Aubert,Pierre,H,56,34280,Célibataire,Recherche d'emploi,Propreté,02/10/2022,1
Louis,Roger,H,29,74150,Marié(e) avec enfant,Retraité(e),Magasins d’habillement,14/10/2022,1
Dupont,Jean,H,18,72530,Marié(e) avec enfant,Recherche d'emploi,Textile,25/09/2022,1
Bouchet,André,H,21,45300,Veuf(ve),Etudiant(e),Offices Publics de l’Habitat,08/10/2022,1
Morel,André,H,46,49490,Divorcé(e),Fonctionnaire hospitalier,Médicament (Les entreprises du),17/10/2022,1
Morin,Georges,H,27,20240,Célibataire,Artisan,Ameublement,24/09/2022,1
Baron,Philippe,H,65,71260,Veuf(ve),Commerçant(e),Ingénierie (Atlas),06/10/2022,1
Marty,Georges,H,53,53600,Veuf(ve),Profession libérale,Armée de terre,14/10/2022,1
Guichard,Nicolas,H,21,73170,Divorcé(e),Commerçant(e),Matériaux pour la construction et l’industrie,02/10/2022,1
Menard,René,H,41,44170,Divorcé(e),Sans profession,Edition,30/09/2022,1
Chevalier,Georges,H,69,53600,Divorcé(e),Fonctionnaire territorial,Agriculture,28/09/2022,1
Paris,Jean,H,19,38410,Pacsé(e),Agriculteur(trice),Travaux publics,09/10/2022,1
Renard,Marcel,H,21,31510,Marié(e) avec enfant,Chef(fe) d'entreprise,Presse,27/09/2022,1
Poulain,Marcel,H,24,43350,Marié(e) avec enfant,Chef(fe) d'entreprise,Bâtiment,25/09/2022,1
Caron,Christian,H,34,63330,Marié(e) avec enfant,Salarié(e) cadre,Presse,03/10/2022,1
Leveque,Louis,H,53,52110,Divorcé(e),Commerçant(e),Automobile - Services,05/10/2022,1
Lambert,Robert,H,41,61210,Célibataire,Salarié(e) non-cadre,Automobile - Services,17/09/2022,1
Martin,Robert,H,42,46090,Divorcé(e),Fonctionnaire territorial,Alimentaire (la filière),17/09/2022,1
Dufour,André,H,43,44170,Veuf(ve),Recherche d'emploi,Travaux publics,18/09/2022,1
Marchand,Alain,H,45,48800,Veuf(ve),Sans profession,Bâtiment (artisanat),24/09/2022,1
Bernard,Marcel,H,70,76530,Marié(e) sans enfant,Agriculteur(trice),Presse,02/10/2022,1
Michaud,Louis,H,55,67270,Marié(e) sans enfant,Agriculteur(trice),"Fabrication, maintenance et réparation (artisanat)",26/09/2022,1
Guillaume,Roger,H,49,65150,Divorcé(e),Commerçant(e),Matériaux pour la construction et l’industrie,10/10/2022,1
Marchal,Daniel,H,28,38410,Célibataire,Retraité(e),Automobile - Services,30/09/2022,1
Lambert,Louis,H,20,39110,Marié(e) avec enfant,Retraité(e),Textile,10/10/2022,1
Lopez,René,H,56,62124,Divorcé(e),Artisan,Automobile - Services,30/09/2022,1
Brun,Georges,H,62,52110,Célibataire,Retraité(e),Matériaux pour la construction et l’industrie,22/09/2022,1
Vincent,Claude,H,18,42110,Divorcé(e),Fonctionnaire territorial,Propreté,19/09/2022,1
Guichard,Robert,H,27,44170,Veuf(ve),Retraité(e),Santé,18/09/2022,1
Moulin,Henri,H,58,48190,Marié(e) sans enfant,Fonctionnaire hospitalier,Médicament (Les entreprises du),17/09/2022,1
Poulain,Christian,H,20,20240,Veuf(ve),Sans profession,Bâtiment (artisanat),01/10/2022,1
Schmitt,Henri,H,19,36330,Pacsé(e),Salarié(e) non-cadre,Armée de terre,08/10/2022,1
Henry,Claude,H,24,34190,Célibataire,Chef(fe) d'entreprise,Etudes et conseil,10/10/2022,1
Langlois,Jean,H,29,63210,Pacsé(e),Agriculteur(trice),Assurance,29/09/2022,1
Carre,Robert,H,25,44170,Marié(e) avec enfant,Sans profession,Industrie : la Fabrique de l’avenir,24/09/2022,1
Barbier,Paul,H,58,39110,Pacsé(e),Chef(fe) d'entreprise,Ingénierie (Atlas),08/10/2022,1
Leclercq,Robert,H,60,49360,Pacsé(e),Fonctionnaire d'état,Hôtellerie - Restauration,20/09/2022,1
Lamy,André,H,20,20240,Divorcé(e),Agriculteur(trice),Services (artisanat),30/09/2022,1
Payet,Philippe,H,48,71260,Marié(e) avec enfant,Salarié(e) cadre,Bâtiment,06/10/2022,1
Langlois,Daniel,H,43,61210,Divorcé(e),Commerçant(e),Numérique (Atlas),27/09/2022,1
Lucas,Roger,H,49,71220,Divorcé(e),Salarié(e) cadre,Commerces de détail non alimentaires,25/09/2022,1
Rousseau,Robert,H,31,77130,Pacsé(e),Artisan,Offices Publics de l’Habitat,18/09/2022,1
Perrier,Alain,H,37,30230,Marié(e) avec enfant,Salarié(e) cadre,Presse,07/10/2022,1
Rolland,Claude,H,68,24200,Marié(e) sans enfant,Agriculteur(trice),Edition,14/10/2022,1
Barthelemy,Christian,H,35,53600,Célibataire,Profession libérale,Edition,05/10/2022,1
Benoit,Claude,H,29,20240,Pacsé(e),Fonctionnaire d'état,Commerce à distance et e-commerce,17/10/2022,1
Leclercq,Daniel,H,39,70110,Célibataire,Salarié(e) non-cadre,"Economie sociale, habitat social et protection sociale",29/09/2022,1
Faure,Georges,H,51,62124,Marié(e) sans enfant,Fonctionnaire d'état,Plasturgie,06/10/2022,1
Maillard,Marcel,H,64,48800,Marié(e) avec enfant,Retraité(e),Bâtiment,13/10/2022,1
Garcia,Jean,H,65,59494,Marié(e) avec enfant,Artisan,Automobile - Services,11/10/2022,1
Lacroix,Philippe,H,39,52130,Célibataire,Fonctionnaire d'état,Médicament (Les entreprises du),04/10/2022,1
Laurent,Pierre,H,27,72530,Marié(e) avec enfant,Sans profession,Alimentation (artisanat),29/09/2022,1
Charpentier,Robert,H,22,38390,Marié(e) sans enfant,Commerçant(e),Grands magasins et magasins populaires,25/09/2022,1
Carlier,Louis,H,67,56540,Célibataire,Commerçant(e),Commerce à distance et e-commerce,08/10/2022,1
Perrot,Claude,H,65,32140,Marié(e) avec enfant,Commerçant(e),Industrie : la Fabrique de l’avenir,07/10/2022,1
Perret,Roger,H,68,31230,Célibataire,Commerçant(e),Production et services (artisanat),25/09/2022,1
Meunier,Roger,H,65,20240,Marié(e) sans enfant,Fonctionnaire territorial,"Fabrication, maintenance et réparation (artisanat)",16/10/2022,1
Gilbert,Jean,H,51,71260,Marié(e) sans enfant,Fonctionnaire territorial,Banque,22/09/2022,1
Joly,Pierre,H,21,45290,Marié(e) sans enfant,Recherche d'emploi,"Economie sociale, habitat social et protection sociale",13/10/2022,1
Laporte,Alain,H,34,56250,Célibataire,Salarié(e) cadre,Propreté,14/10/2022,1
Olivier,Jean,H,51,75020,Célibataire,Fonctionnaire hospitalier,Retraite complémentaire et prévoyance,24/09/2022,1
Boucher,Daniel,H,18,43170,Marié(e) sans enfant,Fonctionnaire d'état,Alimentaire (la filière),17/10/2022,1
Hubert,Claude,H,19,65140,Pacsé(e),Etudiant(e),Fédération des industries nautiques,24/09/2022,1
Lucas,Roger,H,43,73170,Divorcé(e),Agriculteur(trice),"Economie sociale, habitat social et protection sociale",06/10/2022,1
